1486211398,21000.000000,inf
3716229612,8415.037499,8415.037499
355466032,8000.000000,8000.000000
2743962114,8000.000000,8000.000000
427483821,8415.037499,inf
2743995872,8000.000000,8000.000000
468322748,7415.037499,inf
3716229612,7415.037499,inf
2744001317,7642.447995,7642.447995
468430587,7231.815675,7231.815675
3716337451,7231.815675,7231.815675
3715115593,inf,8231.815675
2778447098,inf,12830.074999
357802069,6642.447995,inf
358808175,6642.447995,inf
585657082,8415.037499,8415.037499
393271796,7531.375957,inf
3716014023,7231.815675,inf
2745116454,7646.853175,7424.460753
192953778,4000.000000,4000.000000
585657082,7415.037499,inf
394601459,7646.853175,7170.277265
514537759,7415.037499,inf
1652985950,inf,7170.277265
396865458,inf,7170.277265
192989715,3056.294736,4000.000000
515939299,7170.277265,7170.277265
359922220,6540.568381,6540.568381
2744039432,6540.568381,6540.568381
2744040521,6540.568381,6540.568381
193926255,3006.353940,3006.353940
1682849626,10830.074999,10830.074999
2182797854,11000.000000,inf
360065968,6415.037499,6540.568381
585764898,7231.815675,7231.815675
470586779,inf,6170.277265
350880632,inf,6170.277265
395787354,inf,6170.277265
514645575,7415.037499,7415.037499
1653165638,inf,6170.277265
396901401,inf,6170.277265
193852203,3056.294736,3056.294736
516837730,inf,6170.277265
193964370,3000.704613,3012.025476
2107976983,3000.000000,3002.820519
587094562,inf,6170.277265
710214689,10655.704092,inf
393609792,11706.592217,12263.034406
2182654100,10951.967304,12000.000000
1681699679,11951.967304,11356.143810
1682634009,11951.967304,10830.074999
281827063,10655.704092,10655.704092
400797122,inf,11164.739081
360173779,6415.037499,6415.037499
388635883,6415.037499,6415.037499
513387780,inf,8415.037499
193888140,3006.353940,3108.026481
2219633309,inf,inf
527906793,5000.000000,6000.000000
2778204250,18000.000000,inf
2142404700,3000.000000,3000.000000
556224677,9415.037499,9415.037499
2144884315,3000.000000,3000.000000
711472552,10655.704092,10655.704092
400833058,inf,10164.739081
432514965,inf,7170.277265
429855622,8415.037499,8415.037499
194138610,3000.000000,3000.000000
429891560,8415.037499,8415.037499
320894645,5540.568381,6415.037499
513459652,7231.815675,inf
1648206326,8053.824759,8053.824759
3162689745,2000.000000,2000.000000
439932546,inf,8231.815675
349464651,6415.037499,6415.037499
350614544,5540.568381,6415.037499
194173458,3000.000000,3000.000000
320894742,5000.000000,6415.037499
72825736,9000.000000,inf
399611201,inf,11164.739081
320966544,6415.037499,6415.037499
1648457925,8164.475888,7951.059091
398533090,inf,8164.475888
713952142,9961.081011,inf
1688779234,7951.059091,7951.059091
232789363,inf,4000.000000
1525238886,3000.000000,4000.000000
440004425,7231.815675,inf
2743859748,4000.000000,inf
433449330,inf,6170.277265
349392686,5000.000000,6415.037499
195033768,3000.000000,3000.000000
238647093,5415.037499,inf
713772458,9961.081011,9961.081011
430373276,8164.475888,8164.475888
1688599555,10951.967304,8528.155465
434814967,2000.000000,inf
2748569408,3000.000000,inf
431667042,8231.815675,7951.059091
1688707357,10951.967304,8781.234974
438300825,inf,inf
468322748,8415.037499,8415.037499
350614641,5000.000000,6415.037499
1684035549,10651.271846,10651.271846
1642276722,9955.605881,9955.605881
435081023,inf,6170.277265
1688671421,9491.875110,7951.059091
310257322,5000.000000,5312.624317
395463921,inf,6170.277265
1494728337,12415.037499,inf
434074784,inf,7170.277265
1691007394,10951.967304,7951.059091
79869393,6000.000000,inf
2746410185,2000.000000,2000.000000
2746411274,2000.000000,2000.000000
