440562450,6807.354922,inf,440778147,440598388,363265
3761847206,5029.747343,5029.747343,3549434406,3549436590,429602
3405204329,inf,8088.091330,3405204459,3405204421,249690
186301635,5418.312631,inf,187559403,186409422,90599
280312276,5418.312631,5418.312631,281498260,281210764,100554
3735365436,7321.928095,7807.354922,3945858776,3008010888,365588
1189010097,inf,7807.354922,592294440,582663325,361405
3003632976,5807.354922,5807.354922,3003635159,3003635159,166845
3003597039,5807.354922,5807.354922,3003599222,3003599222,166768
1198465153,inf,8807.354922,1198608927,1198501052,359612
3653176060,8807.354922,inf,1198429217,947370798,359610
1231634963,6807.354922,inf,1232677211,1231670901,359720
186481361,5807.354922,5807.354922,186589100,396103612,100850
186301635,5807.354922,inf,187559403,186409422,100848
1657047899,11392.317423,inf,3171183547,3171111605,370007
1657047899,11392.317423,inf,3171183547,3171111605,400139
1657047899,11392.317423,inf,3171183547,3171111605,396839
1657047899,11392.317423,inf,3171183547,3171111605,390053
1657047899,11392.317423,inf,3171183547,3171111605,348799
1657047899,11392.317423,inf,3171183547,3171111605,370085
1657047899,11392.317423,inf,3171183547,3171111605,391012
1657047899,11392.317423,inf,3171183547,3171111605,369547
1657047899,11392.317423,inf,3171183547,3171111605,412637
1657047899,11392.317423,inf,3171183547,3171111605,369695
1657047899,11392.317423,inf,3171183547,3171111605,396961
1657047899,11392.317423,inf,3171183547,3171111605,369851
1657047899,11392.317423,inf,3171183547,3171111605,369777
1657047899,11392.317423,inf,3171183547,3171111605,390758
1657047899,11392.317423,inf,3171183547,3171111605,370474
1657047899,11392.317423,inf,3171183547,3171111605,390544
1657047899,11392.317423,inf,3171183547,3171111605,370246
1657047899,11392.317423,inf,3171183547,3171111605,319292
1657047899,11392.317423,inf,3171183547,3171111605,419761
1657047899,11392.317423,inf,3171183547,3171111605,390264
1657047899,11392.317423,inf,3171183547,3171111605,371418
1657047899,11392.317423,inf,3171183547,3171111605,390153
4286388966,inf,9392.317423,4288688803,3123383122,163480
2346882137,5807.354922,5807.354922,2346884320,2346884320,157189
1186851699,inf,7807.354922,548343489,511436191,361154
515209575,6807.354922,inf,543528006,543348247,361261
1771356214,5807.354922,inf,1771356214,1771356214,91188
427307673,5723.938914,inf,428349921,427343611,360821
1768977838,inf,4618.471763,1768977838,1768977838,90636
1768980015,3618.471763,inf,1768980015,1768980015,90686
1107144835,7723.938914,inf,1108366464,3417501582,364341
1114296028,5723.938914,inf,1142614459,1114331966,364451
458459064,6723.938914,6723.938914,2244391057,2244319182,157001
458459064,5723.938914,5723.938914,2244391057,2244319182,157010
2358583029,inf,6723.938914,561598266,523864417,363564
555740535,5723.938914,inf,556782783,555776473,363671
1843618986,6723.938914,inf,1843618986,1843618986,96440
3748961405,5694.947923,inf,1805567152,1805562793,93228
1064818058,inf,10069.920996,2895608148,2895604887,395913
3551588453,4166.249343,4166.249343,3551592806,3551589539,326761
144433435,5807.354922,5166.249343,144433435,144433435,180347
4017359742,8069.920996,inf,3515275543,2579384552,152025
917584169,inf,10069.920996,2891121472,917620103,399194
2661767493,inf,3727.078433,2206867539,2206831638,429610
576648143,5830.074999,4415.037499,1850453819,1849519486,72310
1665182328,6610.318075,inf,1665217176,3411445059,107875
3796607891,5678.071905,inf,3796612247,734080479,318582
515137703,5723.938914,5723.938914,3653174979,295617970,361257
3638796279,8035.623910,inf,1265188458,1264290005,269298
2072574475,2000.000000,inf,2072574475,2072574475,442137
427235801,5666.528049,5666.528049,3653174979,295617970,360817
1403128462,9357.552005,inf,432973883,432971706,261794
896003433,5415.037499,6610.318075,417633684,896003531,110037
3994985323,inf,9035.623910,3995020167,2985532569,480711
1805567152,5666.528049,5694.947923,1805571508,3749176989,93236
1120415340,4641.251632,3723.938914,1120666700,1725912060,155999
2894422225,9069.920996,inf,1029060743,1026724839,395791
262369975,inf,5763.985808,69568135,262372154,386592
2939962247,2000.000000,inf,3855963545,3855962449,270267
144432347,inf,3723.938914,144432347,144432347,180334
2436739469,8069.920996,inf,3105506692,2436741649,393376
276335202,inf,1000.000000,3782741168,276550658,276748
1162366965,2965.234582,1965.234582,1162366965,1162366965,406416
3653213086,8069.920996,inf,3067557220,3066443105,379852
2478107314,inf,9530.514717,2478137806,173162597,368323
3387547702,inf,2687.790297,103658110,102656234,417983
2155783479,9637.535649,inf,4017359742,2155784569,425456
3919409839,inf,9485.426827,2852029010,2851957141,474156
2153595678,9637.535649,inf,2154451632,2153596768,425199
404546625,inf,3723.938914,2748166360,2748165272,340322
144468287,inf,6688.543919,144498774,144469377,180373
1847287831,1000.000000,inf,833328004,830992099,96815
2982699559,4000.000000,4000.000000,3942105086,2982772527,189802
1804377964,3874.366890,3874.366890,1804385587,3709933790,92842
882519109,5807.354922,5807.354922,882522376,3353362647,248034
504392538,7321.928095,7321.928095,3653174979,295617970,361063
389368760,12110.533100,inf,389368760,389368760,487612
3636451662,4723.938914,inf,1185671221,1185669045,361046
1811605653,3000.000000,3000.000000,1811605653,1811605653,95186
4017359742,inf,2723.938914,3376756564,3376718450,254043
2244175398,4427.436332,inf,458492831,2244211405,157008
1165996570,3415.037499,2000.000000,1162366965,1162366965,269185
1162366965,7357.552005,6035.623910,1162366965,1162366965,315110
2921047678,1256.608137,1304.523118,2921083615,1905139985,155247
1264110284,2000.000000,2540.568381,1166032470,1165996570,269184
2939962247,2000.000000,inf,3855963545,3855962449,270364
2939962247,2000.000000,inf,3855963545,3855962449,270351
3869440799,5723.938914,5723.938914,4037889515,4037817676,362243
185091111,6035.623910,6109.624491,1046850042,185198825,268574
2939962247,2000.000000,inf,3855963545,3855962449,270304
3978171000,12110.533100,inf,3979356918,3978206971,487082
2355092784,7321.928095,7807.354922,445593630,408686332,363154
1162366965,2000.000000,1000.000000,1162366965,1162366965,157342
2848506492,5723.938914,8321.928095,2853034555,2849548697,361787
2055696943,inf,3723.938914,2055768819,2055696943,326518
3352160924,2965.234582,inf,3875977415,3875974148,389292
1303425367,4000.000000,4000.000000,2512386015,1304287852,270581
2868773130,3000.000000,inf,737722168,737719987,256026
1162366965,1000.000000,2000.000000,1162366965,1162366965,270709
2506496705,2415.037499,2000.000000,1110120243,1110048365,269638
2810413271,3723.938914,7321.928095,2810449208,3099138904,361743
2473844522,5763.985808,inf,32634307,2473845608,413322
4291981787,inf,2245.708973,2733098852,4292017758,304668
3402652801,5965.234582,5965.234582,3402832480,3402724836,249571
1657047899,11392.317423,inf,3171183547,3171111605,369391
3455467888,6610.318075,inf,1667376659,1666518533,108031
334852721,inf,3000.000000,334853814,334852721,407058
882597517,5807.354922,5807.354922,882630188,882598607,248044
337790065,6610.318075,7610.318075,140565186,337790127,102373
3532576298,5415.037499,inf,237229872,237224432,106666
268898820,2709.322839,3163.498732,283905973,283870040,100561
140565186,5415.037499,inf,140681706,140566276,102406
1665217176,5415.037499,inf,1665225885,1665218266,107883
726800684,inf,5610.318075,3099138905,3666240032,107486
3567423916,7807.354922,5965.234582,3567425004,3568319072,431093
2968403018,inf,5415.037499,3468019072,3468019000,313716
89078402,5415.037499,6610.318075,3669642,89150181,110904
2970779216,1415.037499,3000.000000,2970780307,2970779216,313501
3652017372,8069.920996,inf,646881472,645767352,379632
3690328752,inf,6688.543919,1522015946,3690330931,400429
2759520260,5415.037499,6610.318075,735232577,2759592067,109246
896003531,5415.037499,inf,417633684,417604281,110038
2276572617,inf,6723.938914,2150221966,2112488117,362944
1764133969,inf,3727.078433,2382924188,2381882083,88835
1679380398,5415.037499,inf,1680428013,1679381488,108737
1411799125,5093.109404,5000.000000,1411800213,3639841766,292874
346271193,inf,5415.037499,140646864,140644681,102472
521858643,5415.037499,inf,3529908539,3529906361,106618
686521884,5415.037499,inf,3534874379,3534868939,106791
2133895855,inf,3915.598432,1699122438,1699266216,325373
1305581615,1000.000000,inf,2512429570,2512424126,270823
2244175398,6000.000000,inf,458492831,2244211405,248335
936018554,5763.985808,inf,941984090,936126363,381977
