892286423,19301.223121,inf
886464594,19301.223121,19301.223121
2369702920,20301.223121,inf
3013311024,23410.702054,inf
2194209925,24539.783643,inf
413530707,27564.178558,inf
363614212,27564.178558,inf
290015240,29133.679057,inf
2337606776,23562.233981,inf
893508340,inf,inf
2043190106,17187.272924,inf
3707094156,inf,inf
3693116220,inf,inf
539740515,18108.926809,inf
893372350,inf,inf
3014209387,22286.240032,inf
3889835293,23634.025174,23329.622772
3689630327,inf,inf
851799011,29751.228152,inf
290051138,29088.263140,29180.571262
290051180,29088.263140,29279.191729
451408308,27303.024560,inf
2650514289,22694.229229,25503.300639
2649328398,22503.300639,22694.229229
2338609740,23466.694143,inf
1545488065,19186.320207,inf
1513324450,19187.272924,inf
1507574534,19187.272924,inf
886536566,inf,inf
2937715704,17519.714086,inf
1039484402,17519.714086,inf
1434047365,19187.272924,inf
570322902,18108.926809,18108.926809
852979192,19151.205469,inf
3014317164,21286.240032,inf
2200282189,21767.622715,23634.025174
3226685479,23122.455964,inf
743880204,28619.411150,inf
1467001657,19063.169024,inf
1975538853,28619.411150,inf
3267151385,inf,26371.483637
3264812213,inf,26371.483637
290158983,27956.446138,inf
452378636,26772.370148,inf
452378567,26772.370148,27887.987061
1041928024,inf,17065.086578
956945749,18065.086578,inf
1476524964,18065.086578,inf
956771509,18065.086578,inf
1471996901,18065.086578,inf
2043154138,17065.086578,19301.223121
3415478498,18187.272924,17065.086578
954543411,18065.086578,inf
570538585,inf,inf
854129181,inf,inf
4155245042,inf,inf
3256081915,21680.030034,inf
745066153,inf,27619.411150
957922582,18064.127482,inf
955543113,18065.086578,27619.411150
2003965020,inf,27619.411150
441956845,25956.446138,26956.446138
441956936,25956.446138,inf
364764169,25956.446138,26956.446138
364764260,25956.446138,inf
291201155,26956.446138,inf
481092230,26956.446138,26609.145360
481092299,26956.446138,26329.440395
480876609,26887.987061,26887.987061
4115100303,24371.483637,inf
1041963997,inf,inf
956947923,17065.086578,inf
1398326023,17065.086578,inf
956656075,17065.086578,inf
956773683,17065.086578,inf
955692310,17065.086578,inf
2939943793,inf,inf
2045238551,inf,inf
1041676560,inf,inf
954573903,17065.086578,inf
651957159,17037.092990,inf
654436714,17035.068340,17035.068340
3383011431,16776.126097,inf
883453492,16776.105184,16776.105184
3889943104,21704.936515,21704.936515
3889943167,21704.936515,21704.936515
3889979041,21704.936515,21704.936515
2338607561,23466.694143,23893.924963
3890014978,21704.936515,21379.961359
3256081979,20312.600857,inf
853128614,inf,26556.796997
745173866,inf,26556.796997
2370801564,inf,26556.796997
1547823905,inf,26556.796997
1468331261,inf,26556.796997
2004036798,inf,26556.796997
442999010,25893.831985,25893.831985
365806334,25893.831985,25893.831985
291380875,inf,25893.831985
482170346,inf,25893.831985
3268342745,26956.446138,25893.831985
97226998,16027.297294,inf
1431495873,16023.427412,inf
1469481312,16023.427412,inf
1548794271,16023.427412,inf
956981682,16023.427412,inf
956658249,16023.427412,inf
1509910437,16023.427412,inf
955694484,16023.427412,inf
1428980281,16023.427412,inf
1436383335,16023.427412,inf
654185189,17021.161961,17053.201904
654400844,17021.161961,17035.068340
2563122621,19024.355411,inf
883452406,16480.360481,16776.105184
2200285456,21166.804637,21769.491522
4159569526,23466.694143,23664.552316
3256082043,19312.600857,inf
1469301559,17065.086578,inf
957949803,17065.086578,27619.411150
3267218903,inf,inf
3267188411,inf,inf
3264854684,inf,inf
3264849239,inf,inf
3262624411,inf,inf
2656551705,inf,23308.869484
3268375420,inf,inf
3268368886,inf,inf
4115168907,inf,22308.869484
2651808023,22308.869484,22308.869484
184050792,16035.068340,inf
916666903,16021.161961,16021.161961
655478921,17021.161961,17021.161961
655586766,17021.161961,17021.161961
2978883281,18024.355411,inf
882059575,17757.672228,17757.672228
3384377004,inf,inf
2338608650,23466.694143,24503.587694
3890985276,19958.325299,inf
2656623608,inf,inf
2652993971,25503.300639,25694.229229
451300557,28332.797813,inf
2651843993,25595.608761,25595.608761
916665817,16017.975564,16021.161961
98628449,16017.975564,16021.161961
656521158,16017.975564,inf
917849560,16017.975564,16021.161961
2979997329,inf,17017.975564
915441781,16017.975564,16021.161961
259913767,16017.975564,inf
882086800,16438.823992,inf
1849867133,21289.907833,inf
213483101,16017.975564,16017.975564
914072908,16017.975564,16017.975564
1394732282,16017.975564,16017.975564
2498705813,28619.411150,inf
656736685,16017.975564,16017.975564
224336073,16017.975564,16017.975564
2979997422,inf,16017.975564
144879366,16017.975564,16017.975564
918932026,16017.975564,16017.975564
3339168254,15438.823992,inf
3339383842,15177.846496,15177.846496
3803574789,14462.642991,inf
4159857022,23406.069672,23466.694143
3891236836,19876.711783,19876.711783
4159857190,23406.069672,23466.694143
1851017049,20872.365832,21874.870333
213662812,inf,inf
99742522,inf,inf
1394804191,inf,inf
853020901,inf,27619.411150
2102339992,inf,inf
252654457,inf,inf
260991815,inf,inf
3339312002,15177.846496,15177.846496
766015731,14205.280417,14462.642991
766020087,14205.280417,14462.642991
2200324660,19505.777187,20044.834011
3257519422,18633.820586,18633.820586
3257555295,18633.820586,18633.820586
2977589618,20132.906631,inf
3725411844,14740.518872,inf
3340390081,14177.846496,inf
3103441897,inf,10560.772416
765760909,9482.814400,inf
2695025875,11595.593651,11587.610690
3061806453,17723.014099,18931.076989
637604245,10067.136983,11070.980751
794257857,13757.885048,13757.885048
2656968619,11597.218191,11587.166686
635340251,10608.312438,11612.371220
3804832581,14205.280417,14205.280417
636382422,10608.312438,inf
877457457,12729.675880,12729.675880
637676190,9067.136983,inf
440741358,13732.127685,13784.110645
3035628839,10555.072647,10555.072647
637676124,10067.136983,inf
2657004591,11597.218191,11577.184728
440741358,13732.127685,13898.898101
3452793692,9064.014100,inf
3087721372,6803.935054,6803.935054
3066570505,8280.747062,10560.772416
2985891933,inf,10802.243341
800189644,9608.312438,inf
438405456,14205.280417,14205.280417
637748092,9067.136983,inf
440741358,13732.127685,14087.497391
2658226416,11587.017288,11588.655521
440741494,14309.288993,14755.008552
2166663307,8237.424249,inf
800223402,10487.598867,9062.596597
794257857,13757.885048,13757.885048
440741494,14154.751891,14423.884519
756244138,9062.596597,9064.014100
2161816164,7055.547207,7056.483355
3111599557,6791.155940,6803.935054
3111599595,6791.155940,6803.935054
1125800133,16269.685293,16314.933407
1125800170,16269.685293,16361.646744
2985927869,inf,inf
2907729025,9062.035433,10796.094617
800258249,9063.652372,9059.604601
440741494,14154.751891,14755.008552
2879087269,9348.141389,inf
2646022259,25217.590182,inf
1125800235,16269.685293,16459.871588
3123154163,10321.437194,10321.437194
3109263655,6803.935054,6806.877709
638790168,9061.541595,9061.541595
440921051,13732.127685,inf
3080706035,9561.955379,10362.345441
2907693019,9050.177592,9705.383715
2660742003,11577.184728,11577.184728
3451607845,9064.014100,10065.574697
2661820086,11606.773796,11577.184728
1935860538,inf,17065.086578
1562579224,7234.833389,inf
1393654243,16018.771503,16018.771503
3112677671,6790.788423,6789.286975
3112677733,6790.788423,6787.787088
2658334197,11587.017288,11581.734820
440741494,13732.127685,14755.008552
1126662720,16269.685293,17252.561172
2338644587,23406.069672,23406.069672
2658262350,11588.655521,11588.655521
2658442042,11581.734820,11587.017288
3448948502,12726.037539,inf
961950673,21301.223121,21301.223121
2129794119,7234.240602,7235.426419
2952369155,18187.272924,17065.086578
3157754966,16242.953195,inf
2129794119,7234.240602,7236.613212
2647064406,24217.590182,inf
3112713608,6790.788423,6784.791984
3087785623,7325.544777,6383.288054
800265872,inf,8057.909964
442142901,13729.675880,13734.583665
1679601055,21301.223121,21301.223121
2662035709,11616.773231,11596.843192
1156310652,16242.953195,16285.287505
882196789,13794.833306,13794.833306
