3759659734,47437.405312,47530.514717
3759659734,47437.405312,47630.050390
3759659734,47437.405312,48437.405312
3759659734,47437.405312,inf
3295325082,44438.485400,inf
3169708814,49959.358016,inf
3293335169,48544.320516,inf
1310549807,inf,47544.320516
1312777903,47544.320516,47544.320516
2641150205,inf,45977.895003
2640245250,inf,45977.895003
2637786057,44977.895003,45488.613678
1182532299,inf,45977.895003
4245279375,inf,44977.895003
2640212580,inf,45977.895003
1108861414,inf,45977.895003
2685047787,inf,49596.787936
1639423459,inf,46796.417773
959799900,48516.653492,48796.417773
1644023392,46796.417773,inf
2417139407,46028.147479,46175.575261
4107946661,45613.109980,46110.114912
2418289427,45613.109980,46110.114912
961950673,48019.053596,48516.653492
1679601055,48019.053596,48516.653492
1680966659,47796.417773,49020.758560
890022421,46211.712545,52152.003093
957322425,48263.750295,inf
3500830918,48263.750295,47263.750295
3502196526,47263.750295,47263.750295
3504640344,47263.750295,inf
2953449447,45027.492532,45656.191713
2953449447,45027.492532,45878.584134
2953449447,45027.492532,46463.546635
2953449447,45027.492532,inf
2953584476,46019.053596,45333.596521
2953584476,45333.596521,47019.053596
2953584476,45333.596521,46019.053596
2953584476,45333.596521,45333.596521
649959325,46796.417773,46796.417773
651181213,inf,45796.417773
2604801739,47470.761519,inf
2082251647,inf,44397.259801
1386474673,47470.761519,47756.062896
1935860538,inf,46369.241365
4163839796,inf,inf
1881978228,inf,46136.934222
1920826125,inf,46136.934222
2414896330,37378.681496,inf
2410044839,37378.681496,inf
3010759527,48880.874953,inf
3628708556,48965.554427,46588.529664
3628708556,inf,46588.529664
3314131350,40723.897063,40844.324841
1545488065,37378.681496,inf
1507574534,37378.681496,inf
2496377531,44106.165023,45605.550472
141321633,inf,inf
1513324450,37378.681496,inf
562891223,inf,37070.721090
1245254757,inf,inf
1202741286,inf,inf
2855053331,43547.170172,44226.515472
3882719792,50544.320516,inf
2036957429,inf,53281.286110
4226539494,54281.286110,53281.286110
169117176,55111.361109,inf
740774171,55866.248611,55866.248611
2778970642,inf,52843.880798
2810990509,51843.880798,inf
2936280665,52637.429921,52186.768512
1151662356,49355.326087,inf
640480634,inf,inf
3759659734,47437.405312,47852.442812
3277744782,51843.880798,inf
2338685968,inf,54843.880798
2953449447,45027.492532,inf
1926897976,inf,inf
2976509936,inf,inf
849557265,53456.857675,51970.673329
888728686,inf,52843.880798
890130202,51843.880798,52152.003093
970664985,52258.918297,52456.857675
971886806,51843.880798,52544.320516
1548848052,48136.906561,52456.857675
1547662139,48136.906561,inf
922186000,inf,50041.089000
2641185056,inf,52843.880798
3300248451,46250.098696,46250.098696
3300032826,46839.476298,48852.803254
3300032896,46839.476298,48852.803254
1744348749,48666.758961,inf
1885211091,inf,54843.880798
1366866222,57067.882472,58067.882472
1366866290,57067.882472,inf
2373150691,59067.882472,inf
71876428,58067.882472,57482.919972
505553,56745.954377,inf
1208096589,55067.882472,inf
1587655135,58067.882472,58067.882472
3041579350,58067.882472,58067.882472
238703798,35378.681496,inf
59049450,36378.677533,inf
4282042923,nan,inf
1205585122,-nan,inf
3548893145,-nan,nan
2302454364,-nan,inf
3664969650,inf,nan
2751310631,nan,-nan
598937463,nan,inf
222937375,nan,-nan
222963511,nan,inf
2448117454,36378.681496,36378.681496
1156287741,inf,-nan
1152813166,inf,-nan
588632364,33808.818837,inf
1471697873,-nan,inf
2069589058,-nan,inf
1545296847,-nan,inf
25910086,inf,35378.681496
1702958105,nan,inf
2046803225,-nan,inf
2411261568,nan,inf
2260890639,inf,nan
2411255030,nan,inf
289651578,inf,inf
325157337,inf,inf
4222869557,inf,inf
1251652234,inf,inf
1886522872,inf,37378.681496
2248790388,inf,inf
861106241,37378.681496,inf
27021957,34793.715032,35378.681496
892946359,34378.677533,35378.677533
894060408,34378.677533,inf
2005043033,36378.681496,inf
841734991,35378.681496,35378.681496
4150645138,36378.681496,inf
3013398957,inf,inf
3475222389,inf,inf
3470550579,inf,inf
4259803552,-nan,inf
4253838010,-nan,inf
4283034637,38708.512238,41700.609591
4283034637,38708.512238,inf
39549248,inf,nan
1843367416,-nan,inf
2435188007,35793.713711,inf
2394687071,35793.713711,inf
236080396,34378.677533,35378.681496
236116333,34378.677533,34378.677533
3622497905,nan,-nan
3622497905,nan,inf
4274626467,nan,inf
2442447247,inf,36378.681496
1896120893,inf,36378.681496
3889298613,36378.681496,36378.681496
2397346413,36378.681496,36378.681496
2440003632,36378.681496,36378.681496
2472993827,36378.681496,inf
3886783117,inf,36378.681496
3895048560,36378.681496,36378.681496
2459578041,34378.677533,inf
2787136548,inf,nan
2452661910,inf,inf
2442096408,inf,inf
3583994582,inf,inf
704816678,inf,inf
1285610592,36378.681496,inf
1147366094,36378.681496,36378.681496
1205833719,36378.681496,inf
3432744862,nan,inf
1353568838,nan,-nan
2788147143,nan,inf
2334083856,inf,35793.713711
281111329,inf,inf
2603489475,inf,inf
1145732776,inf,45977.895003
2083654276,inf,nan
3132981131,-nan,nan
3132981172,-nan,nan
4254109420,inf,nan
3857063124,36378.681496,36378.681496
3903921102,inf,35378.681496
3901549258,inf,35378.681496
1673545259,inf,58067.882472
1673545259,58067.882472,58067.882472
2063876376,inf,inf
2126161215,58067.882472,58067.882472
2127246945,57067.882472,57067.882472
2127246945,57067.882472,57067.882472
923856779,55067.882472,55067.882472
1618632830,inf,58067.882472
1618632830,58067.882472,58067.882472
1618632830,58067.882472,58067.882472
1618632829,58067.882472,58067.882472
1834055248,50919.157746,inf
2451645814,inf,55360.366972
2452645516,inf,55360.366972
2374446602,inf,55360.366972
2413581997,inf,55360.366972
2412617143,inf,55360.366972
1790403758,57067.882472,57067.882472
1790403796,57067.882472,57067.882472
2063732559,inf,58067.882472
2375781716,58067.882472,58067.882472
2413733368,inf,55360.366972
2189583940,inf,58482.919972
2452761804,56482.919972,inf
1537783853,inf,55482.919972
697324256,inf,inf
1238139295,inf,inf
27509222,inf,inf
26215490,inf,inf
3077076399,57067.882472,57067.882472
2745525857,51959.358016,51959.358016
3617001622,51959.358016,inf
2417139481,46028.147479,46175.575261
2873760605,53544.320516,53544.320516
2529882568,inf,52959.358016
125804752,55544.320516,inf
4150525777,53544.320516,53544.320516
4149411793,53544.320516,53544.320516
2644994381,47756.062896,53544.320516
26031333,33939.518848,inf
879792277,44768.940232,inf
3295181331,43768.940232,44438.485400
3169852495,inf,48959.358016
3629576486,46289.899448,46289.899448
1310585811,47544.320516,47544.320516
2641176341,inf,44977.895003
2640246339,inf,44977.895003
475822010,inf,44977.895003
2637812193,44977.895003,44977.895003
1182568135,inf,44977.895003
2637693722,inf,44977.895003
4246213700,44977.895003,44977.895003
2640213669,inf,44977.895003
2685047787,inf,48596.787936
959799900,47796.417773,48796.417773
1599102107,46624.420382,45075.676760
1599102214,45075.676760,47209.382883
1599102214,45075.676760,inf
2418109706,45613.109980,46613.109980
2418109777,45613.109980,inf
961985520,48282.428833,47796.417773
1680894722,47796.417773,49020.758560
1683338443,45646.354362,46796.417773
891316089,46211.712545,46211.712545
892394230,45650.113441,45650.113441
3508233940,47263.750295,47263.750295
3502088713,47263.750295,47263.750295
2975701009,45333.596521,45333.596521
649707800,48020.758560,46796.417773
3374925534,42460.831919,42340.251677
573686347,45537.918865,inf
620009068,46472.003168,46472.003168
2194180522,47470.761519,inf
3967074713,45470.761519,45394.011120
3967074781,45470.761519,45321.138370
2942252545,47470.761519,47470.761519
3441736824,47019.053596,46333.596521
3434655943,nan,inf
2596257876,46200.377184,inf
1882840713,45136.934222,inf
1920862059,45136.934222,inf
3197825810,36378.681496,inf
3196678004,36378.681496,inf
570322902,45724.031714,46357.773567
2599635701,47030.717779,48056.679036
1277442686,47263.750295,47263.750295
3013311024,46990.207453,inf
3010831309,46990.207453,inf
3629650538,inf,45632.584398
3628709642,46965.554427,45632.584398
3781144860,inf,45632.584398
3778701142,45047.621897,45420.308539
3701164613,45301.672924,inf
625323971,43106.165023,34378.681496
956771509,36378.681496,inf
2496405845,inf,43106.165023
2032293636,43106.165023,inf
956945749,36378.681496,inf
797961548,36624.949647,37719.188277
562927232,36624.949647,inf
2168925156,inf,42547.170172
2868471146,54111.361109,inf
85180445,51843.880798,52456.857675
1397268267,inf,inf
2810954636,51843.880798,53544.320516
2937430618,51843.880798,51628.887703
2937466560,51843.880798,51073.252917
2148676147,52843.880798,inf
2638769657,48355.326087,inf
3349828215,51991.408826,inf
1104405226,53843.880798,inf
4042307098,inf,52843.880798
3279865098,inf,50843.880798
4163235141,inf,53843.880798
1834054162,50919.157746,53152.003093
888764590,47978.513332,51843.880798
891136408,51843.880798,51843.880798
893616057,53544.320516,51843.880798
971814933,51843.880798,52843.880798
971815003,51843.880798,inf
3414259906,51843.880798,inf
1003762927,51843.880798,51628.887703
1249815162,36378.681496,inf
1003798869,51843.880798,51073.252917
1578424238,51843.880798,51843.880798
924342253,50041.089000,50041.089000
1260659243,52843.880798,52843.880798
3300212511,47852.803254,45522.272914
1885211091,inf,53843.880798
1087719612,56067.882472,56067.882472
1682520852,51760.750539,51995.847911
1682520951,51760.750539,52276.859338
1352491816,51760.750539,53088.060492
587734084,-nan,inf
71876492,58067.882472,57067.882472
721201,55482.919972,inf
3414828676,58090.602549,inf
2375810030,inf,57067.882472
2414698222,inf,57067.882472
2119087071,55067.882472,55067.882472
2119088161,55067.882472,55067.882472
2119089250,55067.882472,55067.882472
2119116475,55067.882472,55067.882472
2119117563,55067.882472,55067.882472
2119118652,55067.882472,55067.882472
1616189181,inf,57067.882472
1234725254,36378.727148,inf
916514128,36378.727148,36378.727148
914142284,36378.727148,36378.727148
59076671,36378.673570,36378.681496
1693303382,nan,inf
4184120231,nan,inf
3549000956,nan,nan
3177829039,inf,inf
2330736722,nan,inf
1000456729,52435.796059,53456.857675
3665005589,-nan,nan
1001319217,51843.880798,53456.857675
3665005660,inf,nan
4213588570,inf,nan
1456515926,52264.243347,inf
222964599,-nan,inf
3172384249,-nan,inf
2247599026,nan,inf
1152815343,inf,nan
617238146,33793.711730,33824.085814
618280358,33793.711730,33855.113164
618316253,33793.711730,33919.244473
3748235784,-nan,inf
774318288,nan,-nan
741184442,nan,-nan
1606433690,nan,inf
1608668318,inf,nan
858446807,36378.673570,36378.681496
2049139156,inf,inf
2263190598,-nan,inf
2411256123,-nan,inf
257452055,-nan,inf
2135580011,-nan,inf
1886558808,inf,36378.673570
3926098100,36378.681496,36378.681496
3550444764,35793.713711,inf
3142572719,-nan,inf
862076480,35378.675551,inf
26983841,35378.673570,35378.681496
891940156,34378.673570,inf
894204117,34378.673570,34378.681496
841667476,35378.673570,inf
954573903,35378.673570,inf
4151687273,35378.673570,inf
1552196750,nan,inf
1993373241,36378.673570,inf
3054942133,-nan,inf
1794926522,-nan,inf
1606509920,nan,inf
3554541837,nan,inf
3552062184,nan,inf
3548720044,nan,inf
3518964207,nan,inf
3516484554,nan,inf
1726175774,nan,inf
4261097281,nan,inf
4262139487,nan,inf
2457953666,inf,nan
4255131739,nan,inf
4256173945,nan,inf
38543015,-nan,-nan
2713817,nan,-nan
701618470,nan,inf
3105705962,43484.127306,inf
2084587550,57482.919972,57067.882472
587734185,nan,inf
1287919007,inf,inf
1255719455,inf,inf
3852571032,34793.713711,inf
2435188070,34793.713711,inf
2394974504,34793.713711,inf
3622605718,-nan,inf
4274628646,-nan,nan
3623863546,-nan,inf
4274665671,-nan,inf
2443309804,35378.673570,inf
3889298613,inf,35378.673570
3897528212,inf,35378.673570
1894783603,35378.673570,inf
3928434135,inf,35378.673570
1896076246,35378.673570,inf
2473065631,inf,35378.673570
3886819055,inf,35378.673570
226350302,nan,-nan
3857063124,inf,35378.673570
226351391,nan,inf
3857063124,inf,35378.673570
3895048560,inf,35378.673570
3895048560,inf,35378.673570
3856663913,33378.673570,inf
1796071061,-nan,inf
2327133936,-nan,nan
734644390,34571.319780,inf
3770695253,35378.673570,inf
43910930,35378.673570,inf
1148408296,35378.673570,inf
1718242228,-nan,inf
2788181991,-nan,nan
2334084945,inf,34793.713711
1145768651,inf,44977.895003
41114426,-nan,inf
3133017068,-nan,-nan
2567802054,inf,nan
2101100678,inf,nan
2081171362,-nan,inf
3091705684,-nan,inf
3901764846,inf,34378.673570
3217285746,inf,nan
