2574729548,inf,33264.895223,2574732815,2574729548,1041
3789601293,inf,37072.250145,3790895021,3789637258,31331
1621801303,inf,36072.250145,1621837176,1621873113,42572
1621909118,inf,35072.250145,1621944991,1621909187,42575
1623023165,inf,35072.250145,1623059038,1623095041,42584
455924290,37072.250145,inf,457074243,3267612755,14382
2930327636,39772.689863,39772.689863,2931621437,2930471413,64334
3586163576,inf,37602.764861,3588391608,3587421309,59338
2574699056,34072.250145,34072.250145,2574725192,2574699056,1033
3397035056,35072.250145,inf,3397178873,3397070994,12210
2159633755,36072.250145,inf,2160783736,1627285678,60734
2727913098,inf,36072.250145,2727948899,2727948963,63039
1792096890,35487.287644,inf,1792101246,1792097979,47658
3893960600,35072.250145,inf,3894068411,3893996537,25475
945693128,34264.895223,35264.895223,946843052,945872715,18707
2248543718,inf,35487.287644,328471409,2248579684,53806
2939878716,36072.250145,37072.250145,2940813078,2940741236,67963
3483517654,inf,34072.250145,2708599944,3483553595,63469
3482044373,35072.250145,inf,3482223957,3482116117,63460
2483289337,35072.250145,inf,2483576871,595855473,15565
1173432439,37984.419972,inf,1201894446,1173468346,3434
1169766768,37984.419972,inf,1169874609,1169802735,3414
1764609545,inf,38069.130803,1764645481,1764789230,2707
1729139822,41116.644264,inf,1758931498,1729175764,2681
1802702767,41116.644264,inf,1804930924,1802738768,2750
2659201090,40116.644264,inf,1525568796,2659272937,3804
3162584153,32165.359549,32165.359549,3162728005,3162691964,45496
3926921577,34843.431454,inf,3928287053,3242648320,20385
1850876955,36072.250145,inf,2268649360,2268647186,29754
3957858517,inf,33487.287644,3958756942,3958720971,47242
3929252728,34264.895223,inf,3957606924,1290427341,47235
1850150114,33750.322050,33750.322050,1850365730,1850293888,10859
2731064595,34487.287644,inf,2732358226,2731100430,26904
2538991382,inf,34750.322050,2182588325,2182372712,37690
799072872,34487.287644,inf,2236802644,2236801559,29321
1213563746,37381.905274,38381.905274,1728733653,1213563784,58376
1213563784,37381.905274,inf,1728733653,1213599683,58377
1182765734,37381.905274,inf,1211048190,1727799295,58355
2538776441,37381.905274,inf,2538884252,2549794761,52347
2075319946,35072.250145,36072.250145,2075427757,2075355883,64032
2075463633,35072.250145,35072.250145,2075499596,2075535601,64036
2075535601,inf,34072.250145,2076397991,2535782201,64038
276678129,36072.250145,35072.250145,276714036,218779185,24090
276714036,35072.250145,inf,218779185,276749967,24091
3364294148,35072.250145,inf,3365228480,3364330055,1280
861501693,40655.431666,inf,862687614,862364209,18645
2583319348,39561.876336,inf,2586589581,2585655249,21107
3792575100,40687.046658,inf,3792611037,1676764395,39774
3594368935,inf,38687.046658,2062031913,3622723230,18303
3623945086,36687.046658,inf,3625023225,3624016893,18311
3659980334,inf,39687.046658,3885274789,3660986569,67890
3362589652,34487.287644,34072.250145,3362589689,3363452144,63514
2555728225,38687.046658,inf,2556770401,1899579788,17570
2624646929,39467.111294,inf,1250892742,1250890564,21158
669094994,39374.103456,inf,669130931,1842387305,18459
3447181348,inf,38955.951483,3447253159,755243154,17071
1484450306,inf,38914.040962,2257543347,1485456535,20909
1446429023,40281.511594,inf,1447722721,1447686757,20865
1006233216,38687.046658,inf,2821884042,1006305025,19116
2000259978,40687.046658,inf,2002631749,2002523945,16512
3960270989,36797.443994,inf,3961313187,3243650200,20409
431964543,36267.396038,37879.605067,431992853,1370790306,28759
1370790306,inf,36267.396038,431991768,431992853,28760
2022559294,38164.207250,inf,2023601433,2022595225,46622
1857680298,37534.021882,inf,1857716235,1858686538,46477
1231421451,39164.207250,inf,1231451943,1982238014,46589
1899223470,37303.960444,inf,1899259408,1900193773,46531
2015228180,inf,38164.207250,2015264046,1232425509,46603
1233760623,38164.207250,inf,2059394713,2059430623,46655
1942539317,35072.250145,36072.250145,1945018979,1942539383,19441
2094720787,38183.899323,inf,2094900439,2094756728,46689
857614675,inf,35072.250145,1197344134,1525568797,42770
1328858636,32072.250145,32072.250145,1329900746,1329864809,27470
4190266730,inf,33902.325143,4161645122,4191272937,19005
2702113224,34072.250145,34072.250145,2945203550,2702364687,34466
2703622481,34072.250145,34072.250145,2945203550,2704592808,34476
3207455821,inf,34548.688189,3209647980,3207491762,64160
459919949,inf,34072.250145,534571738,534572827,52946
791697591,34072.250145,34072.250145,791805431,2757154027,10711
2106925495,34072.250145,33750.322050,2106961432,2107895760,11054
3182332663,34072.250145,34072.250145,3182440503,3870801707,10461
93006107,35072.250145,inf,94120092,94012309,2597
297903468,inf,34072.250145,3002490525,298873703,68684
2578954000,34072.250145,34072.250145,2579097716,2579205527,52378
2544742044,inf,33902.325143,2544885729,2544777920,52310
1939269092,34072.250145,inf,1941461210,1940131576,19429
4116274308,33487.287644,inf,4116302622,4116275397,66705
4203394579,33072.250145,inf,4203646207,4203502358,67038
1859071059,33072.250145,34072.250145,1219910466,1219802624,66532
1219802624,33072.250145,inf,1219910466,1859072148,66533
4057649377,inf,38772.689863,1684841593,4058799364,31750
4227964650,39772.689863,inf,4229222472,4229186474,19040
2119898482,36072.250145,inf,2121156286,2121120313,15251
2470402746,inf,35657.212645,2547721740,2470510489,29467
1012460974,34072.250145,34072.250145,4195497412,1012461013,50188
2702443127,33072.250145,inf,2702622874,2702479034,50263
4117794064,34072.250145,inf,2420368565,515234305,43210
2191031982,38072.250145,inf,3584686300,2191033071,30398
2186324235,38072.250145,38072.250145,3429402559,3429258814,30046
2418740142,38072.250145,38072.250145,3388901556,2509085120,30011
2185320177,38072.250145,inf,3397454566,3396124833,30019
2467469973,38072.250145,39072.250145,2468799710,2467470074,30292
2467470074,38072.250145,inf,2468799710,2467505910,30293
2192227704,38072.250145,inf,3624935743,2192253840,30601
3435296255,38072.250145,inf,3436374337,3435332096,30072
1891621569,34072.250145,35072.250145,1891801194,1891729319,10893
3872201325,34612.818526,33902.325143,1809299521,1809297343,26115
3745487494,36072.250145,36072.250145,3746565670,3746457863,60869
2154631297,37072.250145,36072.250145,2154667367,2154703270,23972
2154667367,inf,36072.250145,2157003176,2154703270,23973
1438844986,34072.250145,34072.250145,1439707442,1439887161,50814
3999800946,34072.250145,34072.250145,3999836883,3999872847,52478
3999836883,34072.250145,34072.250145,3999944692,3999872847,52479
1977202773,inf,35072.250145,1977346522,1977274648,50579
1978424602,35072.250145,34072.250145,1525568798,1979394903,50583
3749241818,33072.250145,inf,3749457446,3749277759,53509
645945413,36135.818471,38026.834609,676743331,646089066,29669
646089066,36135.818471,inf,676743331,646124971,29670
2456038632,34102.170685,33076.748815,2456038696,1636232798,26493
2456038696,inf,33076.748815,1636260023,1636232798,26494
1637519989,33076.748815,inf,2498623983,2499666150,26551
747962290,inf,34884.103737,748968495,749004432,10651
3884295441,35487.287644,inf,3885229807,3884331414,47162
1942330530,inf,35072.250145,3967472942,1942331619,27898
2010611743,35072.250145,inf,2011689853,2010683546,65405
2041409777,34072.250145,inf,2041553460,2041445618,65418
2663869670,inf,35072.250145,2664839973,2664947780,24667
65244397,inf,34072.250145,67759856,67723920,2192
2841689502,36072.250145,inf,2841941131,2841761482,63000
2139732443,34612.818526,34750.322050,2139732481,2139732545,30901
2255246623,34072.250145,inf,2256324735,1890453595,46011
1778295502,34072.250145,inf,1779301704,1225243554,46373
1664173498,32072.250145,34072.250145,3043897006,3043892650,29050
3269532733,inf,34072.250145,3270395156,3270431158,45601
2756935138,34072.250145,35072.250145,2756941672,784582067,10681
2188247434,inf,35072.250145,2217859487,2188355207,31001
2189217765,inf,34072.250145,2189289573,3710557879,31003
427468062,33487.287644,33487.287644,1249934175,1221579882,28594
428581020,34072.250145,inf,1258343471,428582109,28643
1460826537,35487.287644,35487.287644,4078935902,1460898374,44140
1194179651,inf,34072.250145,2769384210,1194395331,42245
3146862974,34072.250145,34072.250145,3869725775,3869753000,10422
647014256,35072.250145,inf,648092362,3273400093,25570
3647763440,35072.250145,34072.250145,2843733058,3648769674,42962
3648949361,35072.250145,34072.250145,2843767906,3649919658,42965
3687941041,inf,34072.250145,3688048815,3688012882,43021
1980632573,34072.250145,34487.287644,2923333972,1980668510,19473
1503449004,34072.250145,34072.250145,1503451182,1503450093,14242
1700364057,34072.250145,34072.250145,1700543738,1222881996,18917
1700543738,34072.250145,34072.250145,1701585912,1222888530,18919
1852414143,35072.250145,34072.250145,1852414173,1852450080,10865
1852414173,34072.250145,34072.250145,1852593828,1852450080,10866
2175088491,inf,34072.250145,2175950978,326240052,53703
1022569208,34072.250145,inf,1022600793,1022605149,17783
3681198701,inf,34072.250145,3682168930,1022606238,17786
2115751154,34072.250145,35072.250145,2115822993,2115858997,58891
2115858997,34072.250145,inf,2115894867,3578212672,58893
643000195,34072.250145,35072.250145,643035043,4040179212,54074
2561423280,39687.046658,inf,2561602929,1509275747,55417
3604890661,34072.250145,34072.250145,3604998444,2842401211,43056
1460831969,42289.297091,inf,1215694229,1463131841,19748
1936825405,34072.250145,inf,1936861309,1937795740,19418
1938011289,34264.895223,34072.250145,1939017562,1938047226,19422
