440562450,28526.904266,inf,440778147,440598388,363265
2977301459,28134.586843,inf,2977305816,3764254920,429599
3761847206,27719.549344,27719.549344,3549434406,3549436590,429602
280312276,27941.941765,27941.941765,281498260,281210764,100554
3735365436,inf,29526.904266,3945858776,3008010888,365588
1189010097,inf,29526.904266,592294440,582663325,361405
587263260,28526.904266,inf,587478957,587299198,361512
2360741427,inf,29526.904266,632825400,595918102,363798
3003632976,27526.904266,27526.904266,3003635159,3003635159,166845
3003597039,27526.904266,27526.904266,3003599222,3003599222,166768
1198465153,inf,30526.904266,1198608927,1198501052,359612
3653176060,30526.904266,inf,1198429217,947370798,359610
1231634963,28526.904266,inf,1232677211,1231670901,359720
186481361,27526.904266,27526.904266,186589100,396103612,100850
186301635,27526.904266,inf,187559403,186409422,100848
1657047899,33111.866767,inf,3171183547,3171111605,370007
1657047899,33111.866767,inf,3171183547,3171111605,400139
1657047899,33111.866767,inf,3171183547,3171111605,396839
1657047899,33111.866767,inf,3171183547,3171111605,390053
1657047899,33111.866767,inf,3171183547,3171111605,371366
1657047899,33111.866767,inf,3171183547,3171111605,370085
1657047899,33111.866767,inf,3171183547,3171111605,391012
1657047899,33111.866767,inf,3171183547,3171111605,369547
1657047899,33111.866767,inf,3171183547,3171111605,369695
1657047899,33111.866767,inf,3171183547,3171111605,396961
1657047899,33111.866767,inf,3171183547,3171111605,369851
1657047899,33111.866767,inf,3171183547,3171111605,369925
1657047899,33111.866767,inf,3171183547,3171111605,369777
1657047899,33111.866767,inf,3171183547,3171111605,390758
1657047899,33111.866767,inf,3171183547,3171111605,370474
1657047899,33111.866767,inf,3171183547,3171111605,370246
1657047899,33111.866767,inf,3171183547,3171111605,390637
1657047899,33111.866767,inf,3171183547,3171111605,419761
1657047899,33111.866767,inf,3171183547,3171111605,390264
1657047899,33111.866767,inf,3171183547,3171111605,371418
1657047899,33111.866767,inf,3171183547,3171111605,390153
4286388966,inf,31111.866767,4288688803,3123383122,163480
4251657512,34111.866767,34111.866767,4251873003,4251765124,406981
991966752,30526.904266,inf,993188379,3414011337,364008
2346882137,27526.904266,27526.904266,2346884320,2346884320,157189
1186851699,inf,29526.904266,548343489,511436191,361154
1183336407,inf,29526.904266,433165404,395431555,360710
427307673,28526.904266,inf,428349921,427343611,360821
1768977838,inf,27678.703213,1768977838,1768977838,90636
1768978927,inf,27678.703213,1768978927,1768978927,90668
1768980015,26678.703213,inf,1768980015,1768980015,90686
1108402401,inf,30526.904266,1109372726,1108438300,364343
1107144835,30526.904266,inf,1108366464,3417501582,364341
1114296028,28526.904266,inf,1142614459,1114331966,364451
458459064,29526.904266,29526.904266,2244391057,2244319182,157001
458459064,28526.904266,28526.904266,2244391057,2244319182,157010
