440562450,16478.679995,inf,440778147,440598388,363265
3761847206,15671.325073,15671.325073,3549434406,3549436590,429602
3405204329,inf,18156.751900,3405204459,3405204421,249690
186301635,15893.717494,inf,187559403,186409422,90599
280312276,15893.717494,15893.717494,281498260,281210764,100554
3735365436,17820.090910,17478.679995,3945858776,3008010888,365588
1189010097,inf,17478.679995,592294440,582663325,361405
3003632976,15478.679995,15478.679995,3003635159,3003635159,166845
3003597039,15478.679995,15478.679995,3003599222,3003599222,166768
1198465153,inf,18478.679995,1198608927,1198501052,359612
3653176060,18478.679995,inf,1198429217,947370798,359610
1231634963,16478.679995,inf,1232677211,1231670901,359720
186481361,15478.679995,15478.679995,186589100,396103612,100850
186301635,15478.679995,inf,187559403,186409422,100848
1657047899,21063.642495,inf,3171183547,3171111605,370007
1657047899,21063.642495,inf,3171183547,3171111605,400139
1657047899,21063.642495,inf,3171183547,3171111605,396839
1657047899,21063.642495,inf,3171183547,3171111605,390053
1657047899,21063.642495,inf,3171183547,3171111605,348799
1657047899,21063.642495,inf,3171183547,3171111605,370085
1657047899,21063.642495,inf,3171183547,3171111605,391012
1657047899,21063.642495,inf,3171183547,3171111605,369547
1657047899,21063.642495,inf,3171183547,3171111605,412637
1657047899,21063.642495,inf,3171183547,3171111605,369695
1657047899,21063.642495,inf,3171183547,3171111605,396961
1657047899,21063.642495,inf,3171183547,3171111605,369851
1657047899,21063.642495,inf,3171183547,3171111605,369777
1657047899,21063.642495,inf,3171183547,3171111605,390758
1657047899,21063.642495,inf,3171183547,3171111605,370474
1657047899,21063.642495,inf,3171183547,3171111605,390544
1657047899,21063.642495,inf,3171183547,3171111605,370246
1657047899,21063.642495,inf,3171183547,3171111605,319292
1657047899,21063.642495,inf,3171183547,3171111605,419761
1657047899,21063.642495,inf,3171183547,3171111605,390264
1657047899,21063.642495,inf,3171183547,3171111605,371418
1657047899,21063.642495,inf,3171183547,3171111605,390153
4286388966,inf,19063.642495,4288688803,3123383122,163480
2346882137,15478.679995,15478.679995,2346884320,2346884320,157189
1186851699,inf,17478.679995,548343489,511436191,361154
515209575,16478.679995,inf,543528006,543348247,361261
1771356214,15478.679995,inf,1771356214,1771356214,91188
427307673,16478.679995,inf,428349921,427343611,360821
1768977838,inf,15286.245278,1768977838,1768977838,90636
1768980015,14286.245278,inf,1768980015,1768980015,90686
1107144835,18478.679995,inf,1108366464,3417501582,364341
1114296028,16478.679995,inf,1142614459,1114331966,364451
458459064,17478.679995,17478.679995,2244391057,2244319182,157001
458459064,16478.679995,16478.679995,2244391057,2244319182,157010
2358583029,inf,17478.679995,561598266,523864417,363564
555740535,16478.679995,inf,556782783,555776473,363671
1843618986,17478.679995,inf,1843618986,1843618986,96440
3748961405,16478.679995,inf,1805567152,1805562793,93228
1064818058,inf,20699.181248,2895608148,2895604887,395913
3551588453,14478.679995,14478.679995,3551592806,3551589539,326761
144433435,15478.679995,15478.679995,144433435,144433435,180347
4017359742,18300.901255,inf,3515275543,2579384552,152025
3138265407,19699.181248,20189.549583,3654540585,3654538407,393227
3065293325,20938.111613,19699.181248,3653210909,296803891,379847
3653210909,19699.181248,20938.111613,3653212005,3653210909,379849
1162366965,inf,13478.679995,1162366965,1162366965,332383
893392946,18016.977993,18994.135062,893424527,3712163365,130524
3712163365,19956.386771,18016.977993,3712199302,893424527,130525
3480910268,inf,16300.901255,3480946202,3480911360,154777
3846563214,17699.181248,inf,3846563214,3846563214,1957
3644691038,16710.515957,inf,16582436,3644691038,151900
3597140131,16710.515957,18444.768183,3644719352,3644691038,151899
2416562337,inf,19689.132803,2155751894,2416598273,425363
2748166360,15478.679995,15478.679995,2748166360,2748166360,340325
144468287,inf,17478.679995,144498774,144469377,180373
470855462,inf,17478.679995,470860902,470856552,145874
3690328752,inf,17478.679995,1522015946,3690330931,400429
4104504644,inf,17478.679995,2206821075,4105403108,400336
3645502399,inf,17478.679995,3645508927,42566605,439212
3034465003,inf,17478.679995,3034496578,1353169049,251389
430390396,17478.679995,inf,430390396,430390396,143306
4017359742,inf,17478.679995,1041877257,422018170,141632
2053578838,inf,17478.679995,2053586463,3343664072,326318
944085201,inf,17478.679995,944117867,1090076482,343388
511070054,inf,17478.679995,511074406,3980445755,149486
2564538296,inf,17478.679995,988800711,2564610209,400270
2054582902,17478.679995,inf,3378091722,3376762048,326461
429349312,17478.679995,inf,429349312,429349312,143176
2977668836,inf,20699.181248,3994752465,3994749204,399398
353419880,inf,17478.679995,353423142,3072957308,138779
3087947331,inf,17478.679995,3087982175,3087948421,395683
3653176060,20699.181248,inf,2439182096,2439183182,399428
3218169217,inf,20699.181248,2440234067,2440230806,399545
828341867,inf,14893.717494,828374532,1565513622,463194
827374835,inf,14893.717494,827408589,1533601635,463160
1817949810,16478.679995,inf,1818992058,1817985748,365027
831028036,12642.447995,inf,832070209,1847291101,96817
3824447600,16478.679995,inf,3825489848,3824483538,362050
3674499970,13865.743799,15478.679995,3675506171,3675542076,92579
459555191,inf,15478.679995,461927029,1836034347,432697
2446169152,15478.679995,15478.679995,2446171335,2446171335,165917
2979715771,inf,16478.679995,2979745171,2979742993,430065
1162366965,inf,11642.447995,1162366965,1162366965,267947
1298394183,13642.447995,14642.447995,3099138904,1298394212,270111
1298394212,13642.447995,inf,3099138905,2512206326,270112
331078247,inf,16607.682577,331228533,331079338,406293
1162366965,inf,12607.682577,1162366965,1162366965,406418
1162366965,inf,13057.485495,1162366965,1162366965,269188
1930412747,inf,12642.447995,1930412747,1930412747,99878
1162366965,inf,11642.447995,1162366965,1162366965,270592
3551587363,14642.447995,inf,2661767493,3855022642,270690
3551588453,12642.447995,12642.447995,3551592806,3551589539,270933
1162366965,inf,11642.447995,1162366965,1162366965,270712
268976139,14286.245278,14286.245278,287212182,269002272,100573
2362506587,inf,15478.679995,3099138906,2362542426,388450
396834398,18478.679995,18478.679995,211495586,396863800,85121
3869214260,inf,18671.325073,3873814225,3869214324,118374
3133575685,17308.754993,18308.754993,3644615897,3644612630,118378
3401646593,17478.679995,inf,3401790308,3099138907,249569
1925261591,inf,14478.679995,1162366965,1162366965,249585
2693528675,19655.874240,inf,2693528675,2693528675,81758
1463436736,15478.679995,15478.679995,1463466144,1048843960,247659
3420605117,19107.851928,19107.851928,1210819183,1210890956,273892
1156655057,17478.679995,16478.679995,1156726863,1466737501,247934
